split,scope,episode_id,label_category,anomaly_type,sensors,stations,cluster,start_utc,end_utc,affected_rows,random_seed,description,i10_domain,i10_lane,i10_seed,severity,stream_action
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0036,genuine_weather_scenario,regional_cold_surge,"temperature,pressure,humidity","43245099999,43275099999,43278099999,43279099999,43329099999",india_chennai,2022-11-22T12:00:00+00:00,2022-11-23T18:00:00+00:00,94,26083,Coherent regional_cold_surge across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0037,genuine_weather_scenario,pressure_front,"temperature,pressure,humidity","43245099999,43275099999,43278099999,43279099999,43329099999",india_chennai,2022-12-19T02:00:00+00:00,2022-12-20T05:00:00+00:00,86,26083,Coherent pressure_front across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0038,genuine_weather_scenario,pressure_front,"temperature,pressure,humidity","43245099999,43275099999,43278099999,43279099999,43329099999",india_chennai,2022-12-12T20:00:00+00:00,2022-12-13T23:00:00+00:00,77,26083,Coherent pressure_front across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0039,genuine_weather_scenario,humidity_surge,"temperature,pressure,humidity","43245099999,43275099999,43278099999,43279099999,43329099999",india_chennai,2022-09-19T11:30:00+00:00,2022-09-20T13:30:00+00:00,84,26083,Coherent humidity_surge across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0040,genuine_weather_scenario,humidity_surge,"temperature,pressure,humidity","43245099999,43275099999,43278099999,43279099999,43329099999",india_chennai,2022-03-08T18:00:00+00:00,2022-03-09T18:30:00+00:00,78,26083,Coherent humidity_surge across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0041,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","43245099999,43275099999,43278099999,43279099999,43329099999",india_chennai,2022-01-16T12:00:00+00:00,2022-01-17T12:30:00+00:00,73,26083,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0042,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","43245099999,43275099999,43278099999,43279099999,43329099999",india_chennai,2022-10-12T05:30:00+00:00,2022-10-13T08:00:00+00:00,84,26083,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0043,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","43245099999,43275099999,43278099999,43279099999,43329099999",india_chennai,2022-04-10T00:00:00+00:00,2022-04-10T21:00:00+00:00,63,26083,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0044,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","43245099999,43275099999,43278099999,43279099999,43329099999",india_chennai,2022-04-18T18:00:00+00:00,2022-04-19T08:30:00+00:00,42,26083,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0045,sensor_fault,bias,temperature,43278099999,india_chennai,2022-04-24T00:00:00+00:00,2022-04-25T15:00:00+00:00,12,26083,bias applied to one temperature sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0046,sensor_fault,bias,humidity,43279099999,india_chennai,2022-10-19T15:30:00+00:00,2022-10-20T12:30:00+00:00,42,26083,bias applied to one humidity sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0047,sensor_fault,bias,pressure,43245099999,india_chennai,2022-09-20T15:00:00+00:00,2022-09-21T15:00:00+00:00,9,26083,bias applied to one pressure sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0048,sensor_fault,bias,temperature,43245099999,india_chennai,2022-03-17T15:00:00+00:00,2022-03-17T21:00:00+00:00,3,26083,bias applied to one temperature sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0049,sensor_fault,drift,pressure,43275099999,india_chennai,2022-10-25T12:00:00+00:00,2022-10-26T09:00:00+00:00,5,26083,drift applied to one pressure sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0050,sensor_fault,drift,pressure,43279099999,india_chennai,2022-06-09T13:30:00+00:00,2022-06-10T02:30:00+00:00,27,26083,drift applied to one pressure sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0051,sensor_fault,drift,temperature,43245099999,india_chennai,2022-02-09T21:00:00+00:00,2022-02-11T21:00:00+00:00,17,26083,drift applied to one temperature sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0052,sensor_fault,drift,pressure,43275099999,india_chennai,2022-04-15T06:00:00+00:00,2022-04-16T12:00:00+00:00,8,26083,drift applied to one pressure sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0053,sensor_fault,frozen_sensor,temperature,43245099999,india_chennai,2022-10-29T06:00:00+00:00,2022-10-30T00:00:00+00:00,7,26083,frozen_sensor applied to one temperature sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0054,sensor_fault,frozen_sensor,temperature,43245099999,india_chennai,2022-04-25T09:00:00+00:00,2022-04-27T03:00:00+00:00,15,26083,frozen_sensor applied to one temperature sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0055,sensor_fault,frozen_sensor,temperature,43279099999,india_chennai,2022-02-10T12:30:00+00:00,2022-02-12T09:00:00+00:00,90,26083,frozen_sensor applied to one temperature sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0056,sensor_fault,frozen_sensor,humidity,43275099999,india_chennai,2022-06-17T00:00:00+00:00,2022-06-17T09:00:00+00:00,4,26083,frozen_sensor applied to one humidity sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0057,sensor_fault,spike,humidity,43279099999,india_chennai,2022-06-03T21:30:00+00:00,2022-06-03T21:30:00+00:00,1,26083,spike applied to one humidity sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0058,sensor_fault,spike,temperature,43279099999,india_chennai,2022-09-24T07:30:00+00:00,2022-09-24T07:30:00+00:00,1,26083,spike applied to one temperature sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0059,sensor_fault,spike,humidity,43279099999,india_chennai,2022-07-23T21:00:00+00:00,2022-07-23T21:00:00+00:00,1,26083,spike applied to one humidity sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0060,sensor_fault,spike,pressure,43279099999,india_chennai,2022-12-17T12:00:00+00:00,2022-12-17T12:00:00+00:00,1,26083,spike applied to one pressure sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0061,sensor_fault,noise,humidity,43279099999,india_chennai,2022-10-18T16:30:00+00:00,2022-10-20T16:00:00+00:00,51,26083,noise applied to one humidity sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0062,sensor_fault,noise,temperature,43279099999,india_chennai,2022-07-19T15:00:00+00:00,2022-07-21T10:00:00+00:00,87,26083,noise applied to one temperature sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0063,sensor_fault,noise,humidity,43275099999,india_chennai,2022-01-27T03:00:00+00:00,2022-01-28T12:00:00+00:00,9,26083,noise applied to one humidity sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0064,sensor_fault,noise,temperature,43245099999,india_chennai,2022-11-19T21:00:00+00:00,2022-11-20T21:00:00+00:00,9,26083,noise applied to one temperature sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0065,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","42181099999,42182099999,42189099999,42348099999,42361099999",india_delhi,2022-10-31T11:00:00+00:00,2022-11-01T04:00:00+00:00,80,26083,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0066,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","42181099999,42182099999,42189099999,42348099999,42361099999",india_delhi,2022-04-28T11:30:00+00:00,2022-04-29T08:00:00+00:00,97,26083,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0067,genuine_weather_scenario,regional_cold_surge,"temperature,pressure,humidity","42182099999,42189099999,42361099999",india_delhi,2022-07-03T03:00:00+00:00,2022-07-03T15:00:00+00:00,17,26083,Coherent regional_cold_surge across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0068,genuine_weather_scenario,regional_cold_surge,"temperature,pressure,humidity","42181099999,42182099999,42189099999,42348099999,42361099999",india_delhi,2022-08-09T18:00:00+00:00,2022-08-10T07:30:00+00:00,62,26083,Coherent regional_cold_surge across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0069,genuine_weather_scenario,pressure_front,"temperature,pressure,humidity","42181099999,42182099999,42189099999,42348099999,42361099999",india_delhi,2022-04-07T06:30:00+00:00,2022-04-08T05:00:00+00:00,99,26083,Coherent pressure_front across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0070,genuine_weather_scenario,pressure_front,"temperature,pressure,humidity","42181099999,42182099999,42189099999,42348099999,42361099999",india_delhi,2022-02-08T00:30:00+00:00,2022-02-08T20:30:00+00:00,114,26083,Coherent pressure_front across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0071,genuine_weather_scenario,humidity_surge,"temperature,pressure,humidity","42181099999,42182099999,42189099999,42348099999,42361099999",india_delhi,2022-05-20T11:00:00+00:00,2022-05-21T10:30:00+00:00,123,26083,Coherent humidity_surge across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0072,genuine_weather_scenario,humidity_surge,"temperature,pressure,humidity","42181099999,42182099999,42189099999,42348099999,42361099999",india_delhi,2022-06-29T18:30:00+00:00,2022-06-30T19:00:00+00:00,118,26083,Coherent humidity_surge across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0073,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","42181099999,42182099999,42189099999,42348099999,42361099999",india_delhi,2022-09-13T09:00:00+00:00,2022-09-14T01:30:00+00:00,77,26083,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0074,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","42181099999,42182099999,42189099999,42348099999,42361099999",india_delhi,2022-10-21T10:30:00+00:00,2022-10-22T04:30:00+00:00,87,26083,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0075,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","42181099999,42182099999,42189099999,42348099999,42361099999",india_delhi,2022-06-15T00:00:00+00:00,2022-06-16T03:00:00+00:00,148,26083,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-WX-0076,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","42181099999,42182099999,42189099999,42348099999,42361099999",india_delhi,2022-08-14T14:00:00+00:00,2022-08-15T11:30:00+00:00,102,26083,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0077,sensor_fault,bias,humidity,42181099999,india_delhi,2022-05-14T21:30:00+00:00,2022-05-16T19:00:00+00:00,92,26083,bias applied to one humidity sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0078,sensor_fault,bias,pressure,42181099999,india_delhi,2022-04-03T17:00:00+00:00,2022-04-05T09:30:00+00:00,82,26083,bias applied to one pressure sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
india_meteorological_s26083_train,train,INDIA_METEOROLOGICAL_S26083_TRAIN-I8-FLT-0079,sensor_fault,bias,pressure,42182099999,india_delhi,2022-01-15T00:00:00+00:00,2022-01-16T03:00:00+00:00,10,26083,bias applied to one pressure sensor with a low-to-moderate severity ladder.,india,meteorological,26083,,
